CNN,streetname,from_st,to_st,addrange,limits,from_cnn,to_cnn
12219000,STOCKTON ST,CHESTNUT ST,PFEIFFER ST,2000 - 2049,CHESTNUT ST to PFEIFFER ST (2000 - 2049),25399000,25406000
3956000,CHESTNUT ST,STOCKTON ST,POWELL ST,400 - 499,STOCKTON ST to POWELL ST (400 - 499),25399000,25455000
6415000,GRANT AVE,CHESTNUT ST,PFEIFFER ST,1900 - 1948,CHESTNUT ST to PFEIFFER ST (1900 - 1948),25400000,25389000
3954000,CHESTNUT ST,GRANT AVE,BELLAIR PL,300 - 364,GRANT AVE to BELLAIR PL (300 - 364),25400000,25401000
2901000,BELLAIR PL,CHESTNUT ST,PFEIFFER ST,23-Jan,CHESTNUT ST to PFEIFFER ST (1 - 23),25401000,25402000
3955000,CHESTNUT ST,BELLAIR PL,STOCKTON ST,361 - 399,BELLAIR PL to STOCKTON ST (361 - 399),25401000,25399000
10389000,PFEIFFER ST,BELLAIR PL,STOCKTON ST,164 - 199,BELLAIR PL to STOCKTON ST (164 - 199),25402000,25406000
2902000,BELLAIR PL,PFEIFFER ST,FRANCISCO ST,20 - 99,PFEIFFER ST to FRANCISCO ST (20 - 99),25402000,25409000
6417000,GRANT AVE,FRANCISCO ST,END: 2000-2099 BLOCK,2000 - 2099,FRANCISCO ST to END: 2000-2099 BLOCK (2000 - 2099),25403000,50119000
5756000,FRANCISCO ST,GRANT AVE,MIDWAY ST,200 - 255,GRANT AVE to MIDWAY ST (200 - 255),25403000,25408000
12221000,STOCKTON ST,FRANCISCO ST,BAY ST,2100 - 2199,FRANCISCO ST to BAY ST (2100 - 2199),25405000,25410000
5759000,FRANCISCO ST,STOCKTON ST,WORDEN ST,300 - 349,STOCKTON ST to WORDEN ST (300 - 349),25405000,25456000
12220000,STOCKTON ST,PFEIFFER ST,FRANCISCO ST,2026 - 2099,PFEIFFER ST to FRANCISCO ST (2026 - 2099),25406000,25405000
2773000,BAY ST,MIDWAY ST,STOCKTON ST,123 - 199,MIDWAY ST to STOCKTON ST (123 - 199),25407000,25410000
5757000,FRANCISCO ST,MIDWAY ST,BELLAIR PL,248 - 269,MIDWAY ST to BELLAIR PL (248 - 269),25408000,25409000
9020000,MIDWAY ST,FRANCISCO ST,BAY ST,Jan-99,FRANCISCO ST to BAY ST (1 - 99),25408000,25407000
5758000,FRANCISCO ST,BELLAIR PL,STOCKTON ST,270 - 299,BELLAIR PL to STOCKTON ST (270 - 299),25409000,25405000
12222000,STOCKTON ST,BAY ST,NORTH POINT ST,2200 - 2299,BAY ST to NORTH POINT ST (2200 - 2299),25410000,25478000
2774000,BAY ST,STOCKTON ST,POWELL ST,200 - 299,STOCKTON ST to POWELL ST (200 - 299),25410000,25461000
10694000,POWELL ST,VALLEJO ST,GREEN ST,1500 - 1599,VALLEJO ST to GREEN ST (1500 - 1599),25411000,25412000
13098000,VALLEJO ST,POWELL ST,MASON ST,800 - 899,POWELL ST to MASON ST (800 - 899),25411000,25116000
10695000,POWELL ST,GREEN ST,UNION ST,1600 - 1699,GREEN ST to UNION ST (1600 - 1699),25412000,25423000
6455000,GREEN ST,POWELL ST,AUGUST ALY,700 - 746,POWELL ST to AUGUST ALY (700 - 746),25412000,25413000
6456000,GREEN ST,AUGUST ALY,EATON PL,747 - 783,AUGUST ALY to EATON PL (747 - 783),25413000,25421000
2546000,AUGUST ALY,GREEN ST,UNION ST,Jan-99,GREEN ST to UNION ST (1 - 99),25413000,30067000
8824000,MASON ST,GREEN ST,WINTER PL,1700 - 1747,GREEN ST to WINTER PL (1700 - 1747),25417000,25418000
6458000,GREEN ST,MASON ST,TAYLOR ST,800 - 899,MASON ST to TAYLOR ST (800 - 899),25417000,25433000
8825000,MASON ST,WINTER PL,WEBB PL,1742 - 1754,WINTER PL to WEBB PL (1742 - 1754),25418000,25419000
13517000,WEBB PL,MASON ST,END: 1-99 BLOCK,Jan-99,MASON ST to END: 1-99 BLOCK (1 - 99),25419000,50138000
8826000,MASON ST,WEBB PL,UNION ST,1753 - 1799,WEBB PL to UNION ST (1753 - 1799),25419000,25427000
6457000,GREEN ST,EATON PL,MASON ST,780 - 799,EATON PL to MASON ST (780 - 799),25421000,25417000
10696000,POWELL ST,UNION ST,COLUMBUS AVE,1700 - 1749,UNION ST to COLUMBUS AVE (1700 - 1749),25423000,25424000
12850000,UNION ST,POWELL ST,AUGUST ALY,700 - 749,POWELL ST to AUGUST ALY (700 - 749),25423000,30067000
10697000,POWELL ST,COLUMBUS AVE,FILBERT ST,1750 - 1799,COLUMBUS AVE to FILBERT ST (1750 - 1799),25424000,25425000
4297000,COLUMBUS AVE,POWELL ST,FILBERT ST \ VIA BUFANO,653 - 699,POWELL ST to FILBERT ST \ VIA BUFANO (653 - 699),25424000,30710000
5504000,FILBERT ST,POWELL ST,COLUMBUS AVE \ VIA BUFANO,700 - 710,POWELL ST to COLUMBUS AVE \ VIA BUFANO (700 - 710),25425000,30710000
10698000,POWELL ST,FILBERT ST,GREENWICH ST,1800 - 1899,FILBERT ST to GREENWICH ST (1800 - 1899),25425000,25451000
8827000,MASON ST,UNION ST,KENT ST,1800 - 1818,UNION ST to KENT ST (1800 - 1818),25427000,25439000
12852000,UNION ST,MASON ST,TAYLOR ST,800 - 899,MASON ST to TAYLOR ST (800 - 899),25427000,25437000
13099002,VALLEJO ST,TAYLOR ST,START: 1000-1075 BLOCK,1000 - 1023,TAYLOR ST to START: 1000-1075 BLOCK (1000 - 1023),25432000,50208000
12451000,TAYLOR ST,VALLEJO ST,GREEN ST,1700 - 1799,VALLEJO ST to GREEN ST (1700 - 1799),25432000,25433000
6459000,GREEN ST,TAYLOR ST,END: WEST,900 - 945,TAYLOR ST to END: WEST (900 - 945),25433000,50311000
12452000,TAYLOR ST,GREEN ST,MACONDRAY LN,1800 - 1830,GREEN ST to MACONDRAY LN (1800 - 1830),25433000,25434000
12453000,TAYLOR ST,MACONDRAY LN,UNION ST,1827 - 1899,MACONDRAY LN to UNION ST (1827 - 1899),25434000,25437000
8591000,MACONDRAY LN,TAYLOR ST,JONES ST,Jan-99,TAYLOR ST to JONES ST (1 - 99),25434000,25435000
7590000,JONES ST,MACONDRAY LN,UNION ST,1929 - 1999,MACONDRAY LN to UNION ST (1929 - 1999),25435000,25490000
8592000,MACONDRAY LN,JONES ST,LEAVENWORTH ST,100 - 199,JONES ST to LEAVENWORTH ST (100 - 199),25435000,25508000
8711000,MARION PL,UNION ST,END: 1-99 BLOCK,Jan-99,UNION ST to END: 1-99 BLOCK (1 - 99),25436000,50109000
12854000,UNION ST,MARION PL,JONES ST,961 - 999,MARION PL to JONES ST (961 - 999),25436000,25490000
12853000,UNION ST,TAYLOR ST,MARION PL,900 - 966,TAYLOR ST to MARION PL (900 - 966),25437000,25436000
12454000,TAYLOR ST,UNION ST,ALADDIN TER \ REDFIELD ALY,1900 - 1933,UNION ST to ALADDIN TER \ REDFIELD ALY (1900 - 1933),25437000,25438000
10953000,REDFIELD ALY,ALADDIN TER \ TAYLOR ST,FILBERT ST,Jan-99,ALADDIN TER \ TAYLOR ST to FILBERT ST (1 - 99),25438000,25495000
12455000,TAYLOR ST,ALADDIN TER \ REDFIELD ALY,FILBERT ST,1932 - 1999,ALADDIN TER \ REDFIELD ALY to FILBERT ST (1932 - 1999),25438000,25494000
8828000,MASON ST,KENT ST,FILBERT ST,1819 - 1899,KENT ST to FILBERT ST (1819 - 1899),25439000,25440000
7809000,KENT ST,MASON ST,END: 1-99 BLOCK,Jan-99,MASON ST to END: 1-99 BLOCK (1 - 99),25439000,50137000
5507000,FILBERT ST,MASON ST,TAYLOR ST,800 - 899,MASON ST to TAYLOR ST (800 - 899),25440000,25494000
8829000,MASON ST,FILBERT ST,VALPARAISO ST,1900 - 1932,FILBERT ST to VALPARAISO ST (1900 - 1932),25440000,25445000
6498000,GREENWICH ST,COLUMBUS AVE \ SCOTLAND ST,MASON ST,782 - 799,COLUMBUS AVE \ SCOTLAND ST to MASON ST (782 - 799),25442000,25444000
4299000,COLUMBUS AVE,GREENWICH ST \ SCOTLAND ST,MASON ST,787 - 799,GREENWICH ST \ SCOTLAND ST to MASON ST (787 - 799),25442000,25462000
11680000,SCOTLAND ST,FILBERT ST,COLUMBUS AVE \ GREENWICH ST,Jan-99,FILBERT ST to COLUMBUS AVE \ GREENWICH ST (1 - 99),25443000,25442000
