CNN,street1,street2,street3,street4,street5
26100000,GRAND VIEW AVE,ALVARADO ST,DIXIE ALY,,
26101000,HOFFMAN AVE,GRAND VIEW AVE,,,
26102000,MARKET ST,DIXIE ALY,,,
26103000,MORGAN ALY,MARKET ST,,,
26104000,MORGAN ALY,CORBETT AVE,,,
26105000,ROMAIN ST,MARKET ST,,,
26106000,MARKET ST,GLENDALE ST,,,
26107000,ROMAIN ST,CORBETT AVE,,,
26108000,GRAYSTONE TER,CORBETT AVE,,,
26109000,YUKON ST,GRAND VIEW AVE,MARKET ST,STANTON ST,
26110000,FENTON LN,BURNETT AVE,,,
26112000,GOLDING LN,CORBETT AVE,,,
26113000,PARKRIDGE DR,BURNETT AVE,,,
26117000,HOPKINS AVE,ARGENT ALY,CORBETT AVE,,
26118000,GARDENSIDE DR,BURNETT AVE,,,
26119000,HOPKINS AVE,BURNETT AVE,,,
26120000,PEREGO TER,BURNETT AVE,,,
26121000,PARKRIDGE DR,CRESTLINE DR,,,
26122000,DIXIE ALY,CORBETT AVE,,,
26124000,GARDENSIDE DR,BURNETT AVE,,,
26126000,GRAYSTONE TER,COPPER ALY,,,
26127000,CORBETT AVE,COPPER ALY,,,
26132000,RACCOON DR,CROWN CT,CROWN TER,,
26134000,TWIN PEAKS BLVD,BURNETT AVE,,,
26135000,DOUGLASS ST,20TH ST,,,
26136000,SEWARD ST,DOUGLASS ST,,,
26137000,DOUGLASS ST,CARSON ST,,,
26138000,DOUGLASS ST,19TH ST,,,
26140000,SEWARD ST,19TH ST,,,
26142000,LAMSON LN,19TH ST,,,
26143000,DOUGLASS ST,CASELLI AVE,,,
26144000,DOUGLASS ST,18TH ST,,,
26149000,ORD ST,18TH ST,,,
26152000,SHORT ST,MARKET ST,,,
26153000,YUKON ST,SHORT ST,,,
26154000,YUKON ST,EAGLE ST,,,
26155000,YUKON ST,19TH ST,,,
26156000,DANVERS ST,19TH ST,,,
26158000,CLOVER ST,18TH ST,,,
26159000,CLOVER ST,CASELLI AVE,,,
26160000,STORRIE ST,18TH ST,HATTIE ST,,
26161000,YUKON ST,CASELLI AVE,,,
26162000,DOUGLASS ST,17TH ST,CORBETT AVE,,
26163000,ORD ST,MARKET ST,,,
26164000,ORD ST,CORBETT AVE,,,
26165000,MARKET ST,HATTIE ST,,,
26166000,ORD ST,17TH ST,,,
26167000,STATES ST,LEVANT ST,,,
26168000,VULCAN STWY,ORD CT,ORD ST,,
26169000,VULCAN STWY,LEVANT ST,,,
26170000,HATTIE ST,CORBETT AVE,,,
26171000,SATURN ST,LOWER TER,,,
26173000,MERRITT ST,DANVERS ST,,,
26174000,MERRITT ST,MARKET ST,,,
26175000,MARKET ST,DANVERS ST,,,
26177000,LOWER TER,LEVANT ST,,,
26178000,ROOSEVELT WAY,LOWER TER,,,
26179000,ROOSEVELT WAY,LEVANT ST,,,
26180000,MARKET ST,CLAYTON ST,,,
26181000,MONO ST,19TH ST,CASELLI AVE,,
26182000,MONO ST,EAGLE ST,,,
26183000,IRON ALY,CORBETT AVE,,,
26184000,IRON ALY,GRAYSTONE TER,,,
26185000,MARKET ST,EAGLE ST,,,
26186000,EAGLE ST,CASELLI AVE,,,
26187000,MARKET ST,19TH ST,,,
26188000,DANVERS ST,CASELLI AVE,,,
26189000,DANVERS ST,CORBETT AVE,,,
26190000,MARS ST,17TH ST,,,
26191000,MARS ST,CORBETT AVE,,,
26192000,VILLA TER,GRAYSTONE TER,,,
26193000,CORBETT AVE,CLAYTON ST,,,
26194000,DEMING ST,CLAYTON ST,,,
26196000,URANUS TER,DEMING ST,,,
26198000,VILLA TER,TWIN PEAKS BLVD,,,
26199000,TWIN PEAKS BLVD,CARMEL ST,CLAYTON ST,,
26200000,CLAYTON ST,17TH ST,,,
26201000,CARMEL ST,BELVEDERE ST,,,
26202000,TEMPLE ST,17TH ST,,,
26203000,TEMPLE ST,SATURN ST,,,
26204000,SATURN ST,ROOSEVELT WAY,,,
26205000,URANUS TER,17TH ST,ROOSEVELT WAY,,
26206000,ROOSEVELT WAY,CLIFFORD TER,,,
26207000,ROOSEVELT WAY,LOMA VISTA TER,,,
26208000,MASONIC AVE,LOMA VISTA TER,,,
26209000,UPPER TER,ASHBURY TER,,,
26210000,UPPER TER,CLIFFORD TER,,,
26213000,PIEDMONT ST,ASHBURY TER,DELMAR ST,,
26214000,CLAYTON ST,ASHBURY ST,,,
26215000,DOWNEY ST,ASHBURY ST,,,
26216000,PIEDMONT ST,ASHBURY ST,,,
26219000,SKYVIEW WAY,CITYVIEW WAY,,,
26222000,PANORAMA DR,GLADEVIEW WAY,,,
26223000,TWIN PEAKS BLVD,CHRISTMAS TREE POINT RD,,,
26224000,MARVIEW WAY,AQUAVISTA WAY,,,
26227000,SKYVIEW WAY,MARVIEW WAY,,,
26230000,PANORAMA DR,CLAIRVIEW CT,,,
26231000,PANORAMA DR,MARVIEW WAY,,,
26233000,PALO ALTO AVE,GLENBROOK AVE,,,
26234000,KNOLLVIEW WAY,CITYVIEW WAY,,,
26235000,STARVIEW WAY,PANORAMA DR,,,
26236000,STARVIEW WAY,DELLBROOK AVE,,,
26237000,PANORAMA DR,OLYMPIA WAY,,,
26238000,PANORAMA DR,KNOLLVIEW WAY,,,
26239000,STARVIEW WAY,PANORAMA DR,,,
26240000,OLYMPIA WAY,DELLBROOK AVE,,,
26241000,OLYMPIA WAY,DELLBROOK AVE,,,
26242000,OLYMPIA WAY,CLARENDON AVE,,,
26243000,GREENVIEW CT,DELLBROOK AVE,,,
26245000,PANORAMA DR,CLARENDON AVE,,,
26246000,PANORAMA DR,DELLBROOK AVE,,,
26247000,SAINT GERMAIN AVE,GLENBROOK AVE,,,
26250000,DELLBROOK AVE,CLARENDON AVE,,,
26252000,CLARENDON AVE,CHRISTOPHER DR,,,
26253000,OAK PARK DR,CLARENDON AVE,,,
26254000,FOREST KNOLLS DR,CHRISTOPHER DR,,,
26255000,TWIN PEAKS BLVD,SAINT GERMAIN AVE,,,
26257000,TWIN PEAKS BLVD,GRAYSTONE TER,,,
26258000,TWIN PEAKS BLVD,CROWN TER,,,
26260000,TWIN PEAKS BLVD,BIGLER AVE,CLARENDON AVE,,
26261000,MOUNTAIN SPRING AVE,GLENBROOK AVE,,,
26262000,BELVEDERE ST,17TH ST,,,
26264000,COLE ST,CARMEL ST,,,
26266000,COLE ST,17TH ST,,,
26269000,SHRADER ST,BELGRAVE AVE,,,
26270000,SHRADER ST,CARMEL ST,,,
26271000,SHRADER ST,17TH ST,,,
26272000,RIVOLI ST,BELVEDERE ST,,,
26273000,BELVEDERE ST,ALMA ST,,,
26274000,GRATTAN ST,BELVEDERE ST,,,
26275000,PARNASSUS AVE,BELVEDERE ST,,,
26276000,RIVOLI ST,COLE ST,,,
26277000,COLE ST,ALMA ST,,,
26278000,SHRADER ST,RIVOLI ST,,,
26279000,SHRADER ST,ALMA ST,,,
26280000,GRATTAN ST,COLE ST,,,
26281000,PARNASSUS AVE,COLE ST,,,
26282000,COLE ST,CARL ST,,,
26283000,SHRADER ST,GRATTAN ST,,,
26287000,STANYAN ST,17TH ST,,,
26288000,STANYAN ST,BELGRAVE AVE,,,
26295000,EDGEWOOD AVE,BELMONT AVE,,,
26297000,STANYAN ST,RIVOLI ST,,,
26298000,STANYAN ST,ALMA ST,,,
26299000,SHRADER ST,PARNASSUS AVE,,,
26300000,SHRADER ST,CARL ST,,,
26301000,STANYAN ST,GRATTAN ST,,,
26302000,STANYAN ST,PARNASSUS AVE,,,
26303000,STANYAN ST,CARL ST,,,
26305000,WOODLAND AVE,PARNASSUS AVE,,,
26306000,WILLARD ST,BELMONT AVE,,,
26308000,WILLARD ST,PARNASSUS AVE,,,
26309000,WILLARD ST,CARL ST,,,
26310000,PARNASSUS AVE,HILL POINT AVE,,,
26311000,PARK HILL AVE,BUENA VISTA AVE,,,
26313000,ROOSEVELT WAY,FAIRBANKS ST,MUSEUM WAY,,
26316000,UPPER TER,BUENA VISTA AVE,,,
26318000,PAGE ST,BAKER ST,,,
26319000,OAK ST,BAKER ST,,,
26320000,CENTRAL AVE,BUENA VISTA AVE,,,
26321000,WALLER ST,BUENA VISTA AVE,,,
26322000,HAIGHT ST,BUENA VISTA AVE,,,
26323000,LYON ST,HAIGHT ST,,,
26324000,PAGE ST,CENTRAL AVE,,,
26325000,PAGE ST,LYON ST,,,
26326000,OAK ST,CENTRAL AVE,,,
26327000,OAK ST,LYON ST,,,
26328000,UPPER TER,MASONIC AVE,,,
26329000,PIEDMONT ST,MASONIC AVE,,,
26330000,JAVA ST,BUENA VISTA AVE,,,
26331000,MASONIC AVE,JAVA ST,,,
26332000,MASONIC AVE,FREDERICK ST,,,
26333000,FREDERICK ST,BUENA VISTA AVE,,,
26334000,FREDERICK ST,DELMAR ST,,,
26335000,FREDERICK ST,ASHBURY ST,,,
26336000,WALLER ST,DELMAR ST,,,
26337000,WALLER ST,ASHBURY ST,,,
26338000,HAIGHT ST,ASHBURY ST,,,
26339000,WALLER ST,CENTRAL AVE,,,
26340000,HAIGHT ST,CENTRAL AVE,,,
26341000,WALLER ST,MASONIC AVE,,,
26342000,MASONIC AVE,HAIGHT ST,,,
26343000,PAGE ST,ASHBURY ST,,,
26344000,PAGE ST,MASONIC AVE,,,
26345000,OAK ST,MASONIC AVE,,,
26346000,OAK ST,ASHBURY ST,,,
26347000,MASONIC AVE,FELL ST,,,
26348000,FELL ST,ASHBURY ST,,,
26349000,FELL ST,CENTRAL AVE,,,
26350000,FELL ST,BAKER ST,,,
26351000,HAYES ST,BAKER ST,,,
26352000,GROVE ST,BAKER ST,,,
26353000,FULTON ST,BAKER ST,,,
26354000,LYON ST,FELL ST,,,
26355000,LYON ST,GROVE ST,,,
26356000,LYON ST,HAYES ST,,,
26357000,HAYES ST,CENTRAL AVE,,,
26358000,MCALLISTER ST,BAKER ST,,,
26359000,GOLDEN GATE AVE,BAKER ST,,,
26360000,EDDY ST,BRODERICK ST,,,
26361000,ELLIS ST,BRODERICK ST,,,
26362000,TURK ST,BAKER ST,TURK BLVD,,
26363000,TURK ST,SAINT JOSEPHS AVE,,,
26364000,SAINT JOSEPHS AVE,EDDY ST,PINAR LN,,
26365000,TURK BLVD,ARBOL LN,LYON ST,,
26366000,BAKER ST,ANZAVISTA AVE,,,
26367000,TERRA VISTA AVE,BAKER ST,,,
26368000,TERRA VISTA AVE,ELLIS ST,SAINT JOSEPHS AVE,,
26369000,FORTUNA AVE,ANZAVISTA AVE,,,
26370000,LYON ST,FULTON ST,,,
26371000,GROVE ST,CENTRAL AVE,,,
26372000,FULTON ST,CENTRAL AVE,,,
26373000,MCALLISTER ST,CENTRAL AVE,,,
26374000,MCALLISTER ST,LYON ST,,,
26375000,LYON ST,GOLDEN GATE AVE,,,
26376000,MASONIC AVE,HAYES ST,,,
26377000,MASONIC AVE,GROVE ST,,,
26378000,HAYES ST,ASHBURY ST,,,
26379000,MASONIC AVE,FULTON ST,,,
26380000,GROVE ST,ASHBURY ST,,,
26381000,FULTON ST,ATALAYA TER,,,
26382000,MCALLISTER ST,MASONIC AVE,,,
26383000,MASONIC AVE,GOLDEN GATE AVE,,,
26384000,GOLDEN GATE AVE,CENTRAL AVE,,,
26385000,ENCANTO AVE,ANZAVISTA AVE,,,
26386000,TERRA VISTA AVE,BARCELONA AVE,,,
26387000,TERRA VISTA AVE,ENCANTO AVE,,,
26388000,BARCELONA AVE,ANZAVISTA AVE,,,
26389000,TERRA VISTA AVE,ANZAVISTA AVE,,,
26390000,TURK BLVD,CENTRAL AVE,,,
26391000,GOLDEN GATE AVE,ANNAPOLIS TER,,,
26392000,TURK BLVD,MASONIC AVE,,,
26393000,TURK BLVD,NIDO AVE,,,
26394000,VEGA ST,NIDO AVE,,,
26395000,TURK BLVD,ANNAPOLIS TER,,,
26396000,MASONIC AVE,EWING TER,,,
26397000,VEGA ST,ANZAVISTA AVE,,,
26398000,OFARRELL ST,ANZAVISTA AVE,,,
26399000,VICHA RATANAPAKDEE WAY,LYON ST,OFARRELL ST,,
26400000,OFARRELL ST,ANZA ST,MASONIC AVE,,
26401000,PARNASSUS AVE,CLAYTON ST,,,
26402000,CLAYTON ST,CARL ST,,,
26403000,FREDERICK ST,CLAYTON ST,,,
26404000,FREDERICK ST,DOWNEY ST,,,
26405000,WALLER ST,DOWNEY ST,,,
26406000,FREDERICK ST,BELVEDERE ST,,,
26407000,WALLER ST,CLAYTON ST,,,
26408000,WALLER ST,BELVEDERE ST,,,
26409000,HAIGHT ST,CLAYTON ST,,,
26410000,FREDERICK ST,COLE ST,,,
26411000,COLE ST,BEULAH ST,,,
26412000,HAIGHT ST,BELVEDERE ST,,,
26413000,WALLER ST,COLE ST,,,
26414000,HAIGHT ST,COLE ST,,,
26415000,PAGE ST,CLAYTON ST,,,
26416000,OAK ST,CLAYTON ST,,,
26417000,HAIGHT ST,COLE ST,,,
26418000,PAGE ST,COLE ST,,,
26419000,OAK ST,COLE ST,,,
26420000,FELL ST,CLAYTON ST,,,
26421000,HAYES ST,CLAYTON ST,,,
26422000,FELL ST,COLE ST,,,
26423000,HAYES ST,COLE ST,,,
26424000,GROVE ST,COLE ST,,,
26425000,SHRADER ST,BEULAH ST,,,
26426000,SHRADER ST,FREDERICK ST,,,
26427000,STANYAN ST,FREDERICK ST,,,
26428000,STANYAN ST,BEULAH ST,,,
26429000,WALLER ST,SHRADER ST,,,
26430000,SHRADER ST,HAIGHT ST,,,
26431000,WILLARD ST,FREDERICK ST,,,
26433000,WALLER ST,STANYAN ST,,,
26434000,STANYAN ST,HAIGHT ST,,,
26435000,SHRADER ST,PAGE ST,,,
26436000,SHRADER ST,OAK ST,,,
26437000,SHRADER ST,FELL ST,,,
26438000,SHRADER ST,HAYES ST,,,
26439000,SHRADER ST,GROVE ST,,,
26440000,STANYAN ST,PAGE ST,,,
26441000,STANYAN ST,OAK ACCESS RD,OAK ST,,
26443000,KEZAR DR,JOHN F KENNEDY DR,,,
26445000,STANYAN ST,FELL ACCESS RD,FELL ST,,
26446000,STANYAN ST,HAYES ST,,,
26448000,HEMWAY TER,ASHBURY ST,FULTON ST,,
26451000,FULTON ST,CLAYTON ST,,,
26452000,LOYOLA TER,FULTON ST,,,
26454000,GROVE ST,CLAYTON ST,,,
26455000,TAMALPAIS TER,GOLDEN GATE AVE,,,
26456000,ROSELYN TER,GOLDEN GATE AVE,,,
26458000,GOLDEN GATE AVE,CHABOT TER,,,
26459000,KITTREDGE TER,GOLDEN GATE AVE,,,
26460000,TURK BLVD,TAMALPAIS TER,,,
26463000,WOOD ST,ANZA ST,,,
26464000,TURK BLVD,ROSELYN TER,,,
26465000,TURK BLVD,KITTREDGE TER,,,
26466000,TURK BLVD,CHABOT TER,,,
26467000,COLLINS ST,ANZA ST,,,
26468000,BLAKE ST,ANZA ST,,,
26469000,FULTON ST,COLE ST,,,
26470000,SHRADER ST,FULTON ST,,,
26471000,PARKER AVE,FULTON ST,,,
26472000,PARKER AVE,MCALLISTER ST,,,
26473000,PARKER AVE,GOLDEN GATE AVE,,,
26474000,TEMESCAL TER,GOLDEN GATE AVE,,,
26475000,STANYAN ST,FULTON ST,,,
26476000,STANYAN ST,MCALLISTER ST,,,
26477000,STANYAN ST,MCALLISTER ST,,,
26478000,STANYAN ST,PARAMOUNT TER,,,
26479000,STANYAN ST,GOLDEN GATE AVE,,,
26480000,TURK BLVD,TEMESCAL TER,,,
26481000,TURK BLVD,PARKER AVE,,,
26482000,COOK ST,ANZA ST,,,
26483000,SPRUCE ST,ANZA ST,,,
26484000,TURK BLVD,BEAUMONT AVE,,,
26485000,TURK BLVD,ROSSI AVE,,,
26486000,TURK BLVD,STANYAN BLVD,STANYAN ST,,
26487000,BEAUMONT AVE,ANZA ST,,,
26488000,PARKER AVE,ANZA ST,,,
26489000,FRANKLIN ST,ELLIS ST,,,
26490000,GOUGH ST,EDDY ST,,,
26492000,GOUGH ST,ELLIS ST,,,
26494000,STARR KING WAY,GEARY BLVD,GOUGH ST,PETER YORKE WAY,
26496000,GEARY BLVD,CLEARY CT,,,
26497000,FRANKLIN ST,FERN ST,,,
26498000,FRANKLIN ST,BUSH ST,,,
26499000,FRANKLIN ST,AUSTIN ST,,,
26500000,FRANKLIN ST,CALIFORNIA ST,,,
26501000,POST ST,GOUGH ST,,,
26502000,SUTTER ST,GOUGH ST,,,
26503000,GOUGH ST,FERN ST,,,
26504000,GOUGH ST,BUSH ST,,,
26505000,POST ST,LAGUNA ST,,,
26506000,GOUGH ST,AUSTIN ST,,,
26507000,PINE ST,GOUGH ST,,,
26508000,GOUGH ST,CALIFORNIA ST,,,
26509000,EDDY ST,BUCHANAN ST,,,
26511000,LAGUNA ST,EARL GAGE JR ST,,,
26512000,LAGUNA ST,ELLIS ST,,,
26513000,LAGUNA ST,CLEARY CT,GALILEE LN,,
26514000,LAGUNA ST,GEARY BLVD,,,
26517000,HOLLIS ST,ELLIS ST,,,
26518000,OFARRELL ST,HOLLIS ST,,,
26519000,SUTTER ST,LAGUNA ST,,,
26520000,SUTTER ST,OCTAVIA ST,,,
26521000,OCTAVIA ST,BUSH ST,,,
26522000,POST ST,BUCHANAN ST,,,
26523000,LAGUNA ST,HEMLOCK ST,,,
26524000,SUTTER ST,BUCHANAN ST,,,
26525000,LAGUNA ST,BUSH ST,,,
26526000,OCTAVIA ST,AUSTIN ST,,,
26527000,PINE ST,LAGUNA ST,,,
26528000,PINE ST,OCTAVIA ST,,,
26529000,OCTAVIA ST,CALIFORNIA ST,,,
26531000,BUSH ST,BUCHANAN ST,,,
26532000,PINE ST,BUCHANAN ST,,,
26533000,LAGUNA ST,CALIFORNIA ST,,,
26534000,CALIFORNIA ST,BUCHANAN ST,,,
26535000,VAN NESS AVE,CLAY ST,,,
26536000,VAN NESS AVE,SACRAMENTO ST,,,
26537000,SACRAMENTO ST,FRANKLIN ST,,,
26538000,FRANKLIN ST,CLAY ST,,,
26539000,WASHINGTON ST,FRANKLIN ST,,,
26540000,WASHINGTON ST,VAN NESS AVE,,,
26541000,VAN NESS AVE,JACKSON ST,,,
26542000,SACRAMENTO ST,GOUGH ST,,,
26543000,GOUGH ST,CLAY ST,,,
26544000,JACKSON ST,FRANKLIN ST,,,
26545000,WASHINGTON ST,GOUGH ST,,,
26546000,JACKSON ST,GOUGH ST,,,
26547000,VAN NESS AVE,BROADWAY,,,
26548000,VAN NESS AVE,PACIFIC AVE,,,
26549000,PACIFIC AVE,FRANKLIN ST,,,
26551000,VAN NESS AVE,GREEN ST,,,
26552000,VAN NESS AVE,VALLEJO ST,,,
26553000,VALLEJO ST,FRANKLIN ST,,,
26554000,GREEN ST,FRANKLIN ST,,,
26555000,FRANKLIN ST,BROADWAY,,,
26556000,SACRAMENTO ST,LAGUNA ST,,,
26557000,SACRAMENTO ST,OCTAVIA ST,,,
26558000,WASHINGTON ST,LAGUNA ST,,,
26559000,WASHINGTON ST,OCTAVIA ST,,,
26560000,OCTAVIA ST,JACKSON ST,,,
26561000,SACRAMENTO ST,BUCHANAN ST,,,
26562000,LAGUNA ST,CLAY ST,,,
26563000,CLAY ST,BUCHANAN ST,,,
26564000,WASHINGTON ST,BUCHANAN ST,,,
26565000,LAGUNA ST,JACKSON ST,,,
26566000,JACKSON ST,BUCHANAN ST,,,
26567000,PACIFIC AVE,GOUGH ST,,,
26568000,GOUGH ST,BROADWAY,,,
26569000,PACIFIC AVE,LAGUNA ST,,,
26570000,PACIFIC AVE,OCTAVIA ST,,,
26571000,OCTAVIA ST,BROADWAY,,,
26572000,VALLEJO ST,GOUGH ST,,,
26573000,GREEN ST,GOUGH ST,,,
26574000,VALLEJO ST,LAGUNA ST,,,
26575000,VALLEJO ST,OCTAVIA ST,,,
26576000,OCTAVIA ST,GREEN ST,,,
26577000,PACIFIC AVE,BUCHANAN ST,,,
26578000,LAGUNA ST,BROADWAY,,,
26579000,VALLEJO ST,BUCHANAN ST,,,
26580000,LAGUNA ST,GREEN ST,,,
26581000,GREEN ST,BUCHANAN ST,,,
26582000,UNION ST,CHARLTON CT,,,
26583000,UNION ST,LAGUNA ST,,,
26584000,LAGUNA ST,FILBERT ST,,,
26585000,WEBSTER ST,ELLIS ST,,,
26586000,FILLMORE ST,ELLIS ST,,,
26587000,WEBSTER ST,GEARY BLVD,,,
26588000,WEBSTER ST,OFARRELL ST,,,
26589000,OFARRELL ST,FILLMORE ST,,,
26590000,GEARY BLVD,FILLMORE ST,,,
26591000,WEBSTER ST,POST ST,,,
26592000,POST ST,FILLMORE ST,,,
26593000,STEINER ST,ELLIS ST,,,
26594000,STEINER ST,GEARY BLVD,,,
26595000,STEINER ST,OFARRELL ST,,,
26596000,GEARY BLVD,AVERY ST,,,
26597000,POST ST,AVERY ST,,,
26598000,WEBSTER ST,BUSH ST,,,
26600000,WEBSTER ST,SUTTER ST,,,
26602000,WILMOT ST,FILLMORE ST,,,
26603000,WILMOT ST,WEBSTER ST,,,
26604000,WEBSTER ST,PINE ST,,,
26605000,WEBSTER ST,CALIFORNIA ST,,,
26606000,PINE ST,ORBEN PL,,,
26607000,SUTTER ST,FILLMORE ST,,,
26608000,FILLMORE ST,BUSH ST,,,
26609000,PINE ST,FILLMORE ST,,,
26610000,ORBEN PL,CALIFORNIA ST,,,
26611000,FILLMORE ST,CALIFORNIA ST,,,
26612000,PIERCE ST,ELLIS ST,,,
26613000,PIERCE ST,OFARRELL ST,,,
26614000,STEINER ST,POST ST,,,
26615000,POST ST,PIERCE ST,,,
26616000,SCOTT ST,ELLIS ST,,,
26617000,ELLIS ST,BEIDEMAN ST,,,
26618000,SCOTT ST,GEARY BLVD,,,
26619000,SCOTT ST,OFARRELL ST,,,
26620000,OFARRELL ST,BEIDEMAN ST,,,
26621000,GEARY BLVD,DIVISADERO ST,,,
26622000,SCOTT ST,POST ST,,,
26623000,POST ST,DIVISADERO ST,,,
26624000,SUTTER ST,DIVISADERO ST,,,
26625000,SUTTER ST,SCOTT ST,,,
26626000,SUTTER ST,PIERCE ST,,,
26627000,SCOTT ST,BUSH ST,,,
26628000,SUTTER ST,STEINER ST,,,
26629000,STEINER ST,BUSH ST,,,
26630000,WILMOT ST,STEINER ST,,,
26631000,STEINER ST,PINE ST,,,
26632000,PIERCE ST,BUSH ST,,,
26633000,STEINER ST,CALIFORNIA ST,,,
26634000,PINE ST,PIERCE ST,,,
26635000,STEINER ST,PERINE PL,,,
26636000,STEINER ST,CLAY ST,,,
26637000,STEINER ST,SACRAMENTO ST,,,
26638000,SACRAMENTO ST,PIERCE ST,,,
26639000,SACRAMENTO ST,FILLMORE ST,,,
26640000,PIERCE ST,CALIFORNIA ST,,,
26641000,SCOTT ST,CALIFORNIA ST,,,
26642000,SCOTT ST,PINE ST,,,
26643000,PINE ST,DIVISADERO ST,,,
26644000,PIERCE ST,PERINE PL,,,
26645000,PIERCE ST,CLAY ST,,,
26646000,WEBSTER ST,CLAY ST,,,
26647000,WEBSTER ST,SACRAMENTO ST,,,
26648000,FILLMORE ST,CLAY ST,,,
26649000,WASHINGTON ST,FILLMORE ST,,,
26650000,WEBSTER ST,JACKSON ST,,,
26651000,WEBSTER ST,WASHINGTON ST,,,
26652000,WEBSTER ST,BROMLEY PL,,,
26653000,JACKSON ST,FILLMORE ST,,,
26655000,WEBSTER ST,BROADWAY,,,
26656000,WEBSTER ST,PACIFIC AVE,,,
26657000,PACIFIC AVE,FILLMORE ST,,,
26658000,BUCHANAN ST,BROADWAY,,,
26659000,UNION ST,BUCHANAN ST,,,
26661000,WEBSTER ST,GREEN ST,,,
26662000,WEBSTER ST,VALLEJO ST,,,
26663000,VALLEJO ST,FILLMORE ST,,,
26664000,GREEN ST,FILLMORE ST,,,
26665000,WEBSTER ST,FILBERT ST,,,
26666000,WEBSTER ST,UNION ST,,,
26667000,UNION ST,FILLMORE ST,,,
26668000,WASHINGTON ST,STEINER ST,,,
26669000,STEINER ST,JACKSON ST,,,
26670000,FILLMORE ST,BROADWAY,,,
26671000,STEINER ST,BROADWAY,,,
26672000,STEINER ST,PACIFIC AVE,,,
26673000,PIERCE ST,JACKSON ST,,,
26674000,PIERCE ST,BROADWAY,,,
26675000,PIERCE ST,PACIFIC AVE,,,
26676000,FILLMORE ST,FILBERT ST,,,
26677000,VALLEJO ST,PIERCE ST,,,
26678000,VALLEJO ST,STEINER ST,,,
26679000,STEINER ST,GREEN ST,,,
26680000,PIERCE ST,GREEN ST,,,
26681000,UNION ST,PIERCE ST,,,
26682000,UNION ST,STEINER ST,,,
26683000,STEINER ST,FILBERT ST,,,
26684000,PIERCE ST,FILBERT ST,,,
26685000,VAN NESS AVE,FILBERT ST,,,
26686000,VAN NESS AVE,UNION ST,,,
26687000,UNION ST,FRANKLIN ST,,,
26688000,POLK ST,GREENWICH ST,,,
26690000,POLK ST,CHESTNUT ST,,,
26691000,POLK ST,LOMBARD ST,,,
26692000,VAN NESS AVE,GREENWICH ST,,,
26693000,GREENWICH ST,FRANKLIN ST,,,
26695000,VAN NESS AVE,CHESTNUT ST,,,
26696000,VAN NESS AVE,LOMBARD ST,,,
26698000,FRANKLIN ST,FILBERT ST,,,
26699000,LOMBARD ST,FRANKLIN ST,,,
26700000,FRANKLIN ST,CHESTNUT ST,,,
26701000,POLK ST,BAY ST,,,
26702000,POLK ST,FRANCISCO ST,,,
26703000,POLK ST,BEACH ST,,,
26704000,POLK ST,NORTH POINT ST,,,
26705000,VAN NESS AVE,BAY ST,,,
26706000,VAN NESS AVE,FRANCISCO ST,,,
26708000,VAN NESS AVE,NORTH POINT ST,,,
26709000,UNION ST,GOUGH ST,,,
26710000,GOUGH ST,FILBERT ST,,,
26711000,FRANKLIN ST,BLACKSTONE CT,,,
26713000,GREENWICH ST,GOUGH ST,,,
26715000,LOMBARD ST,GOUGH ST,,,
26716000,GOUGH ST,CHESTNUT ST,,,
26717000,UNION ST,OCTAVIA ST,,,
26718000,OCTAVIA ST,FILBERT ST,,,
26719000,OCTAVIA ST,GREENWICH ST,,,
26720000,OCTAVIA ST,CHESTNUT ST,,,
26721000,OCTAVIA ST,LOMBARD ST,,,
26722000,LOMBARD ST,LAGUNA ST,,,
26723000,FRANKLIN ST,BAY ST,,,
26724000,FRANKLIN ST,FRANCISCO ST,,,
26725000,GOUGH ST,BAY ST,,,
26726000,GOUGH ST,FRANCISCO ST,,,
26727000,OCTAVIA ST,BAY ST,,,
26728000,OCTAVIA ST,FRANCISCO ST,,,
26730000,FILBERT ST,BUCHANAN ST,,,
26731000,LAGUNA ST,GREENWICH ST,,,
26732000,LAGUNA ST,HARRIS PL,,,
26734000,GREENWICH ST,BUCHANAN ST,,,
26736000,PIXLEY ST,BUCHANAN ST,,,
26737000,LOMBARD ST,BUCHANAN ST,,,
26738000,MAGNOLIA ST,BUCHANAN ST,,,
26739000,MAGNOLIA ST,LAGUNA ST,,,
26740000,LAGUNA ST,CHESTNUT ST,,,
26741000,CHESTNUT ST,BUCHANAN ST,,,
26743000,MOULTON ST,BUCHANAN ST,,,
26744000,WEBSTER ST,GREENWICH ST,,,
26745000,WEBSTER ST,PIXLEY ST,,,
26746000,PIXLEY ST,FILLMORE ST,,,
26747000,GREENWICH ST,FILLMORE ST,,,
26748000,WEBSTER ST,LOMBARD ST,,,
26749000,WEBSTER ST,MOULTON ST,,,
26750000,MOULTON ST,FILLMORE ST,,,
26751000,LOMBARD ST,FILLMORE ST,,,
26752000,WEBSTER ST,CHESTNUT ST,,,
26753000,WEBSTER ST,MAGNOLIA ST,,,
26754000,LAGUNA ST,BAY ST,,,
26755000,LAGUNA ST,FRANCISCO ST,,,
26756000,NORTH POINT ST,BUCHANAN ST,,,
26757000,NORTH POINT ST,LAGUNA ST,,,
